Session Title,"Opioid OD Heat Firearms in ED, State Month Age",,,,,,
Session ID,2775279,,,,,,
Data Model,Patients,,,,,,
Population Base,All Patients,,,,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,"Encounter Type: Emergency, Emergency to Inpatient",,,,,,
Session Date Range,1/1/2023 - 12/31/2023,,,,,,
Measure,Number of Patients,,,,,,
Export User,Stephanie Perniciaro,,,,,,
Date of Export,11/11/2025,,,,,,
,,,,,,,
,,,,,,,
,,,Diagnosis (Encounter),OPIOID OD,Heat,firearms initial,"Total: Total includes all data, including data from columns not currently displayed."
State of Residence (U.S.),Age at Encounter in Years,Year,Month,,,,
Florida,Less than 15 Years,2023,Jan,10 or fewer,10 or fewer,10 or fewer,54989
,,,Feb,10 or fewer,10 or fewer,10 or fewer,55730
,,,Mar,10 or fewer,10 or fewer,10 or fewer,58775
,,,Apr,10 or fewer,10 or fewer,10 or fewer,57611
,,,May,10 or fewer,20,10 or fewer,59150
,,,Jun,10 or fewer,24,10 or fewer,45392
,,,Jul,10 or fewer,31,10 or fewer,42644
,,,Aug,10 or fewer,48,10 or fewer,50641
,,,Sep,10 or fewer,15,10 or fewer,57632
,,,Oct,10 or fewer,13,10 or fewer,68266
,,,Nov,10 or fewer,10 or fewer,10 or fewer,64143
,,,Dec,10 or fewer,10 or fewer,10 or fewer,60797
,≥ 15 and < 25 Years,2023,Jan,24,10 or fewer,46,33453
,,,Feb,24,10 or fewer,41,30791
,,,Mar,19,24,43,33446
,,,Apr,27,23,45,32524
,,,May,17,24,50,33506
,,,Jun,27,43,52,31190
,,,Jul,12,105,42,32393
,,,Aug,29,124,54,34011
,,,Sep,12,47,41,34571
,,,Oct,21,21,60,35891
,,,Nov,23,12,39,34376
,,,Dec,19,10 or fewer,37,33995
,≥ 25 and < 45 Years,2023,Jan,192,10 or fewer,68,72618
,,,Feb,159,10 or fewer,50,65901
,,,Mar,206,30,56,73470
,,,Apr,200,38,61,71637
,,,May,159,53,64,76174
,,,Jun,202,105,64,73686
,,,Jul,197,312,53,76047
,,,Aug,162,262,56,77679
,,,Sep,187,89,53,74331
,,,Oct,175,19,71,76031
,,,Nov,140,10 or fewer,56,74235
,,,Dec,166,10 or fewer,64,77172
,≥ 45 and < 65 Years,2023,Jan,107,10 or fewer,20,61925
,,,Feb,103,10 or fewer,15,55390
