Session Title,"Opioid OD Heat Firearms in ED, State Month Age",,,,,,
Session ID,2775210,,,,,,
Data Model,Patients,,,,,,
Population Base,All Patients,,,,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,"Encounter Type: Emergency, Emergency to Inpatient",,,,,,
Session Date Range,1/1/2024 - 12/31/2024,,,,,,
Measure,Number of Patients,,,,,,
Export User,Stephanie Perniciaro,,,,,,
Date of Export,11/11/2025,,,,,,
,,,,,,,
,,,,,,,
,,,Diagnosis (Encounter),OPIOID OD,Heat,firearms initial,"Total: Total includes all data, including data from columns not currently displayed."
State of Residence (U.S.),Age at Encounter in Years,Year,Month,,,,
Texas,Less than 15 Years,2024,Jan,10 or fewer,10 or fewer,10 or fewer,59279
,,,Feb,10 or fewer,10 or fewer,10 or fewer,60981
,,,Mar,10 or fewer,10 or fewer,10 or fewer,56924
,,,Apr,10 or fewer,10 or fewer,10 or fewer,58550
,,,May,10 or fewer,48,10 or fewer,60325
,,,Jun,10 or fewer,55,11,50443
,,,Jul,10 or fewer,51,10 or fewer,47700
,,,Aug,10 or fewer,63,10 or fewer,55682
,,,Sep,10 or fewer,33,10 or fewer,62355
,,,Oct,10 or fewer,10 or fewer,10 or fewer,74658
,,,Nov,10 or fewer,10 or fewer,12,76752
,,,Dec,10 or fewer,10 or fewer,15,78934
,≥ 15 and < 25 Years,2024,Jan,16,10 or fewer,65,34054
,,,Feb,24,10 or fewer,55,33154
,,,Mar,27,12,79,32831
,,,Apr,25,13,77,33977
,,,May,17,76,60,34414
,,,Jun,26,152,77,33097
,,,Jul,14,155,76,33910
,,,Aug,18,197,72,35818
,,,Sep,28,53,59,36355
,,,Oct,12,24,90,42673
,,,Nov,12,10 or fewer,86,40519
,,,Dec,16,10 or fewer,90,41849
,≥ 25 and < 45 Years,2024,Jan,44,10 or fewer,76,72604
,,,Feb,63,10 or fewer,71,68115
,,,Mar,58,10 or fewer,68,68795
,,,Apr,60,26,89,69906
,,,May,63,152,97,73015
,,,Jun,43,416,82,72169
,,,Jul,53,404,76,75675
,,,Aug,45,518,86,76551
,,,Sep,46,91,64,73469
,,,Oct,56,39,110,88112
,,,Nov,39,12,89,83517
,,,Dec,60,10 or fewer,89,89373
,≥ 45 and < 65 Years,2024,Jan,23,10 or fewer,18,59819
,,,Feb,25,10 or fewer,17,56369
,,,Mar,36,10 or fewer,15,58534
,,,Apr,24,10 or fewer,21,58195
,,,May,18,128,21,60377
,,,Jun,23,368,27,60265
,,,Jul,23,343,23,62917
,,,Aug,21,402,25,63932
,,,Sep,28,82,23,61055
,,,Oct,27,39,33,71306
,,,Nov,29,13,29,68569
,,,Dec,25,10 or fewer,28,73791
,65 Years or more,2024,Jan,12,10 or fewer,10 or fewer,60079
,,,Feb,14,10 or fewer,10 or fewer,55908
,,,Mar,18,10 or fewer,11,58034
,,,Apr,20,20,10 or fewer,58032
,,,May,16,92,10 or fewer,60243
,,,Jun,20,230,10 or fewer,59201
,,,Jul,15,277,10 or fewer,62577
,,,Aug,20,245,10 or fewer,62631
,,,Sep,15,71,10 or fewer,59940
,,,Oct,21,55,12,70656
,,,Nov,18,15,10 or fewer,69528
,,,Dec,22,11,12,77882
,No value,2024,Jan,10 or fewer,10 or fewer,10 or fewer,8820
,,,Feb,10 or fewer,10 or fewer,10 or fewer,9682
,,,Mar,10 or fewer,10 or fewer,10 or fewer,8621
,,,Apr,10 or fewer,10 or fewer,10 or fewer,8628
,,,May,10 or fewer,10 or fewer,10 or fewer,9039
,,,Jun,10 or fewer,10 or fewer,10 or fewer,8612
,,,Jul,10 or fewer,10 or fewer,10 or fewer,8583
,,,Aug,10 or fewer,10 or fewer,10 or fewer,8940
,,,Sep,10 or fewer,10 or fewer,10 or fewer,8716
,,,Oct,10 or fewer,10 or fewer,11,10267
,,,Nov,10 or fewer,10 or fewer,15,10208
,,,Dec,10 or fewer,10 or fewer,10 or fewer,10417
,"Total: Total includes all data under the Texas bucket, including data from rows not currently displayed.",2024,Jan,98,11,180,294623
,,,Feb,128,19,162,284185
,,,Mar,143,39,183,283700
,,,Apr,134,76,210,287252
,,,May,119,496,205,297374
,,,Jun,115,1220,211,283751
,,,Jul,107,1232,195,291322
,,,Aug,106,1426,198,303512
,,,Sep,118,330,171,301847
,,,Oct,119,167,265,357638
,,,Nov,102,52,239,349071
,,,Dec,125,34,241,372196
Florida,Less than 15 Years,2024,Jan,10 or fewer,10 or fewer,10 or fewer,52099
,,,Feb,10 or fewer,10 or fewer,10 or fewer,55849
,,,Mar,10 or fewer,10 or fewer,10 or fewer,57276
,,,Apr,10 or fewer,12,10 or fewer,57423
,,,May,10 or fewer,31,10 or fewer,56782
,,,Jun,10 or fewer,33,10 or fewer,44114
,,,Jul,10 or fewer,43,10 or fewer,42929
,,,Aug,10 or fewer,29,10 or fewer,47535
,,,Sep,10 or fewer,29,10 or fewer,55107
,,,Oct,10 or fewer,10 or fewer,10 or fewer,55514
,,,Nov,10 or fewer,10 or fewer,10 or fewer,67369
,,,Dec,10 or fewer,10 or fewer,10 or fewer,70130
,≥ 15 and < 25 Years,2024,Jan,18,10 or fewer,42,35278
,,,Feb,25,10 or fewer,31,32915
,,,Mar,21,10 or fewer,55,34692
,,,Apr,24,18,34,34827
,,,May,23,67,41,34654
,,,Jun,24,80,35,31901
,,,Jul,16,117,25,33179
,,,Aug,15,88,40,33724
,,,Sep,10 or fewer,50,31,35467
,,,Oct,10 or fewer,16,33,34583
,,,Nov,12,10 or fewer,36,37889
,,,Dec,10 or fewer,10 or fewer,48,39645
,≥ 25 and < 45 Years,2024,Jan,136,10 or fewer,54,79006
,,,Feb,128,10 or fewer,40,72744
,,,Mar,125,25,47,77420
,,,Apr,122,36,65,75669
,,,May,146,131,58,79164
,,,Jun,114,167,34,75637
,,,Jul,90,262,52,79872
,,,Aug,94,190,48,77576
,,,Sep,83,80,40,77513
,,,Oct,80,29,54,76391
,,,Nov,74,18,56,82014
,,,Dec,67,10 or fewer,68,88083
,≥ 45 and < 65 Years,2024,Jan,74,10 or fewer,16,66489
,,,Feb,75,10 or fewer,18,61622
,,,Mar,74,16,26,64675
,,,Apr,83,24,23,63410
,,,May,83,106,12,66163
,,,Jun,89,145,12,64054
,,,Jul,87,177,19,67553
,,,Aug,69,122,14,65782
,,,Sep,59,95,12,65215
,,,Oct,66,35,20,66521
,,,Nov,48,23,19,68927
,,,Dec,55,10 or fewer,24,74378
,65 Years or more,2024,Jan,25,13,10 or fewer,75620
,,,Feb,19,10 or fewer,10 or fewer,69240
,,,Mar,29,26,10 or fewer,72875
,,,Apr,31,33,10 or fewer,70155
,,,May,30,99,10 or fewer,72350
,,,Jun,32,106,15,70626
,,,Jul,31,149,10 or fewer,74728
,,,Aug,37,122,10 or fewer,72516
,,,Sep,28,59,11,71675
,,,Oct,30,41,10 or fewer,76435
,,,Nov,29,18,10 or fewer,79134
,,,Dec,23,12,10 or fewer,87731
,No value,2024,Jan,10 or fewer,10 or fewer,10 or fewer,9003
,,,Feb,10 or fewer,10 or fewer,10 or fewer,9839
,,,Mar,10 or fewer,10 or fewer,10 or fewer,9682
,,,Apr,10 or fewer,10 or fewer,10 or fewer,9130
,,,May,10 or fewer,10 or fewer,10 or fewer,9299
,,,Jun,10 or fewer,10 or fewer,10 or fewer,9089
,,,Jul,10 or fewer,10 or fewer,10 or fewer,9091
,,,Aug,10 or fewer,10 or fewer,10 or fewer,9261
,,,Sep,10 or fewer,10 or fewer,10 or fewer,9153
,,,Oct,10 or fewer,10 or fewer,10 or fewer,9617
,,,Nov,10 or fewer,10 or fewer,10 or fewer,10152
,,,Dec,10 or fewer,10 or fewer,10 or fewer,10017
,"Total: Total includes all data under the Florida bucket, including data from rows not currently displayed.",2024,Jan,254,32,129,317456
,,,Feb,248,27,102,302181
,,,Mar,251,83,145,316594
,,,Apr,261,123,135,310578
,,,May,283,434,125,318383
,,,Jun,263,532,101,295389
,,,Jul,225,748,115,307306
,,,Aug,218,553,111,306358
,,,Sep,177,313,101,314092
,,,Oct,185,132,118,319021
,,,Nov,163,73,128,345441
,,,Dec,154,34,157,369934
Ohio,Less than 15 Years,2024,Jan,10 or fewer,10 or fewer,10 or fewer,45519
,,,Feb,10 or fewer,10 or fewer,10 or fewer,52155
,,,Mar,10 or fewer,10 or fewer,10 or fewer,48200
,,,Apr,10 or fewer,10 or fewer,10 or fewer,44142
,,,May,10 or fewer,10 or fewer,10 or fewer,46064
,,,Jun,10 or fewer,27,10 or fewer,34391
,,,Jul,10 or fewer,19,10 or fewer,33926
,,,Aug,10 or fewer,30,10 or fewer,36367
,,,Sep,10 or fewer,10 or fewer,10 or fewer,42592
,,,Oct,10 or fewer,10 or fewer,10 or fewer,45146
