Session Title,OBESITY by ICD and BMI State Age 2023,,,
Session ID,2776884,,,
Data Model,Patients,,,
Population Base,All Patients,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,State of Residence (U.S.): States KY_NC,Has Any Encounters?,Base Patient,
Session Date Range,1/1/2023 - 12/31/2023,,,
Export User,Stephanie Perniciaro,,,
Date of Export,11/14/2025,,,
,,,,
,,,,
,Measures,BMI 30+ (%),OBESITY (%),Number of Patients
Age at Encounter in Years,County of Residence,,,
Less than 18 Years,"ROCK, NE",-,-,10 or fewer
,"DEKALB, MO",8.96%,-,413
,"GENTRY, MO",14.31%,2.41%,580
,"WORTH, MO",10.61%,-,179
,"IRON, MO",11.11%,-,243
,"BERTIE, NC",9.39%,4.65%,2130
,"WASHINGTON, MO",-,-,170
,"MADISON, MO",7.53%,-,186
,"HARRISON, MO",8.96%,-,201
,"HOLT, NE",-,-,115
,"SOMERSET, MD",9.64%,3.84%,1483
,"WHEELER, NE",-,-,10 or fewer
,"ANDREW, MO",11.01%,2.38%,1471
,"CLINTON, MO",7.76%,2.37%,464
,"JEFFERSON, MS",9.78%,6.52%,184
,"BUCHANAN, MO",13.06%,3.00%,7274
,"GATES, NC",7.89%,3.13%,862
,"SAINT FRANCOIS, MO",10.42%,1.95%,1382
,"WAYNE, KY",12.64%,7.47%,174
,"HERTFORD, NC",9.84%,3.54%,2795
,"JASPER, MS",8.82%,3.96%,986
,"CHRISTIAN, KY",8.21%,6.04%,1522
,"SHERMAN, NE",-,-,16
,"HOLT, MO",12.39%,3.32%,573
,"SCOTT, KY",9.97%,6.31%,2488
,"LENOIR, NC",8.42%,3.57%,5916
,"RAY, MO",6.67%,-,180
,"KNOX, KY",13.40%,8.76%,2523
,"WILSON, NC",7.96%,6.86%,4550
,"MUHLENBERG, KY",11.73%,4.50%,2021
,"NICHOLAS, KY",6.47%,8.46%,201
,"POWELL, KY",12.48%,6.75%,593
,"TODD, KY",-,-,71
,"TAYLOR, KY",10.62%,6.64%,452
,"NELSON, KY",8.21%,4.38%,3446
,"WAYNE, MS",8.43%,2.93%,854
,"NANCE, NE",12.50%,-,112
,"LARUE, KY",9.99%,5.78%,2112
,"SPENCER, KY",8.52%,3.66%,2348
,"MARTIN, NC",9.12%,6.75%,1689
,"AITKIN, MN",7.79%,5.68%,757
,"SAINT CLAIR, MO",-,-,14
,"LAUREL, KY",12.07%,7.46%,2733
,"LAFAYETTE, MO",5.20%,-,327
,"THAYER, NE",-,-,85
,"WASHINGTON, NC",9.42%,6.18%,1327
,"NORTHAMPTON, NC",8.17%,3.06%,1603
,"WHITLEY, KY",11.81%,6.57%,5004
,"JEFFERSON DAVIS, MS",9.15%,3.48%,1323
,"BENTON, MO",-,-,25
,"VANCE, NC",9.18%,6.41%,2310
,"JONES, MS",8.76%,3.22%,4907
,"WASHINGTON, KY",12.85%,6.55%,397
,"HENRY, MO",-,-,36
,"WALTHALL, MS",11.32%,3.72%,1316
,"HOWARD, MO",-,-,10 or fewer
,"SAMPSON, NC",9.32%,7.14%,3207
,"RUSSELL, KY",13.36%,7.76%,232
,"WARREN, NC",9.97%,6.90%,652
,"JONES, NC",5.98%,-,234
,"WAYNE, NC",7.26%,2.79%,10134
,"YAZOO, MS",11.33%,4.66%,2771
,"PERRY, MS",9.86%,7.18%,2312
,"NODAWAY, MO",12.47%,1.53%,2293
,"HALIFAX, NC",9.56%,3.73%,5095
,"COVINGTON, MS",8.35%,3.02%,2719
,"HARRISON, KY",12.21%,7.49%,721
,"PENDLETON, KY",11.32%,5.66%,2685
,"EDGECOMBE, NC",10.38%,11.77%,7419
,"HARLAN, NE",-,-,16
,"NEWTON, MS",11.33%,3.71%,1889
,"GRAYSON, KY",9.48%,5.67%,1393
,"COLUMBUS, NC",8.37%,3.39%,2007
,"DADE, MO",-,-,10 or fewer
,"LOUP, NE",-,-,10 or fewer
,"MORGAN, MO",-,-,15
,"CUSTER, NE",9.47%,-,190
,"HITCHCOCK, NE",-,-,72
,"MEADE, KY",8.81%,4.57%,2713
,"BLADEN, NC",10.44%,4.07%,4618
,"KEMPER, MS",11.78%,2.70%,815
,"BUTLER, NE",-,-,52
,"ROWAN, KY",12.94%,9.14%,394
