Session Title,OBESITY by ICD and BMI State Age 2022,,,
Session ID,2775951,,,
Data Model,Patients,,,
Population Base,All Patients,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,Has Any Encounters?,Base Patient,,
Session Date Range,1/1/2022 - 12/31/2022,,,
Export User,Stephanie Perniciaro,,,
Date of Export,11/12/2025,,,
,,,,
,,,,
,Measures,BMI 30+ (%),DM (%),Number of Patients
Age at Encounter in Years,State of Residence (U.S.),,,
Less than 18 Years,"American Samoa, South Pacific",-,-,17
,Federated States of Micronesia,-,-,10 or fewer
,West Virginia,8.27%,4.12%,126206
,Alabama,7.29%,2.95%,49295
,Kentucky,7.90%,5.25%,440658
,Mississippi,8.21%,3.61%,266988
,Indiana,7.03%,5.05%,479204
,Missouri,6.48%,2.49%,98294
,Ohio,6.37%,6.04%,1129217
,Nebraska,6.09%,1.85%,76494
,Oklahoma,6.19%,3.74%,145914
,Kansas,6.98%,7.79%,91681
,North Carolina,6.36%,5.55%,895429
,Tennessee,7.17%,3.68%,144044
,Maryland,5.71%,4.43%,181296
,Louisiana,6.71%,4.68%,350222
,Michigan,6.38%,4.02%,694462
,Virginia,5.94%,3.90%,522526
,Pennsylvania,6.08%,6.81%,876640
,South Carolina,7.25%,8.07%,469791
,Iowa,6.32%,4.08%,325276
,Arkansas,7.24%,5.45%,209352
,Illinois,6.82%,7.49%,1003420
,Delaware,7.73%,10.70%,115043
,Maine,6.49%,4.95%,106442
,Wisconsin,6.10%,3.97%,660821
,New Jersey,6.07%,5.43%,246288
,Connecticut,6.54%,8.73%,376559
,New Mexico,5.23%,2.22%,15617
,New York,6.35%,8.15%,725798
,Minnesota,5.08%,5.69%,431393
,Northern Mariana Islands,-,-,10 or fewer
,North Dakota,4.94%,4.43%,119604
,Wyoming,4.22%,2.65%,24703
,New Hampshire,6.03%,5.04%,84768
,Idaho,5.36%,3.89%,161570
,Texas,6.24%,5.40%,2356513
,Guam,-,-,47
,Georgia,5.22%,4.47%,611643
,Marshall Islands,-,-,10 or fewer
,Massachusetts,5.91%,11.56%,376618
,South Dakota,4.61%,2.79%,89614
,Puerto Rico,5.18%,4.47%,425
,District of Columbia,3.67%,1.57%,2481
,Alaska,3.91%,2.79%,1867
,Arizona,3.92%,5.18%,167961
,Florida,5.05%,4.41%,1044519
,Vermont,5.18%,3.06%,46651
,Oregon,5.83%,5.74%,361137
,Nevada,5.18%,4.15%,122167
,Rhode Island,4.78%,7.55%,91736
,Montana,3.77%,2.27%,37643
